ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.68,122.86,265.01,2.87,82.59,191.43,0.52,31.04,6.45,
7.14,10.0,148.85,1.05,14.22,119.31,2.51,24.47,0.42,1.0
7.01,194.74,407.3,2.69,,225.8,0.88,62.39,2.42,1.0
7.32,44.72,120.31,1.55,70.68,97.77,2.03,24.43,0.95,1.0
6.86,171.03,305.64,1.54,70.77,182.45,0.24,24.5,0.17,1.0
6.17,122.42,298.18,0.89,77.21,210.95,1.44,2.32,1.53,1.0
9.58,285.77,517.18,3.39,64.84,334.8,1.8,30.12,1.99,
6.31,180.41,394.94,3.61,85.0,257.29,1.78,50.58,7.29,
7.55,170.71,294.99,3.0,25.88,188.04,1.54,59.82,1.13,1.0
5.98,224.48,463.55,2.27,60.53,325.55,0.36,47.41,15.66,
4.95,304.38,578.04,2.14,77.93,350.94,0.74,31.38,0.02,
7.48,181.5,411.56,3.09,104.12,279.67,0.36,50.6,0.55,1.0
7.54,173.57,302.07,1.87,51.75,218.37,0.42,15.93,0.18,1.0
8.41,10.0,37.63,3.32,41.45,38.79,0.36,50.88,0.56,1.0
7.72,97.53,86.98,1.04,47.79,103.03,0.33,10.32,1.22,1.0
7.28,163.67,238.96,2.98,2.26,144.74,1.18,45.27,0.35,1.0
6.64,103.37,178.1,3.29,80.78,134.91,1.05,46.53,0.27,1.0
8.6,117.69,262.61,0.9,,168.57,0.23,10.6,1.27,1.0
8.14,205.82,311.33,1.16,65.64,227.03,1.18,27.38,1.83,1.0
6.4,278.1,405.94,1.96,53.38,263.71,0.34,48.97,0.03,1.0
7.43,178.67,285.9,2.42,,178.08,0.23,34.65,1.28,1.0
7.52,318.57,397.3,1.38,,284.37,1.38,34.92,10.74,
7.12,210.72,312.89,2.09,15.85,193.55,0.45,18.97,0.21,1.0
8.02,51.68,10.0,,36.24,5.0,0.84,,0.72,1.0
8.07,73.96,112.13,2.76,109.22,62.55,0.22,28.51,0.75,1.0
7.25,196.49,271.18,2.81,45.57,188.65,0.95,39.06,0.65,1.0
7.18,10.0,58.06,3.52,71.86,65.58,0.23,59.97,0.02,1.0
8.6,229.07,419.99,2.57,100.66,275.21,0.18,49.79,0.07,1.0
8.15,381.16,606.15,1.63,92.93,420.36,0.49,16.66,1.38,1.0
7.46,343.36,543.75,0.99,49.72,326.28,1.56,19.37,0.04,
6.1,179.77,257.31,1.19,21.78,158.39,0.19,30.1,0.04,1.0
7.68,413.91,598.15,1.91,69.95,383.02,0.12,39.54,0.9,1.0
7.96,126.59,329.73,1.15,22.58,212.04,0.03,19.89,0.51,1.0
5.2,90.83,232.58,1.23,122.59,152.86,0.54,12.58,0.22,
7.6,117.87,177.32,1.96,84.71,129.08,0.33,22.55,0.09,1.0
7.07,107.49,239.51,0.39,58.35,146.78,0.35,,1.08,1.0
7.22,302.31,222.36,1.01,70.51,147.32,4.01,14.82,2.23,1.0
6.67,226.24,334.08,2.22,57.13,216.25,0.22,25.04,0.03,1.0
7.28,195.35,332.11,2.27,35.27,197.36,0.61,40.78,0.4,
8.51,154.59,300.61,2.86,69.94,193.12,4.3,45.26,0.15,1.0
7.04,208.42,387.39,2.15,40.28,248.93,0.03,34.15,0.89,1.0
8.17,324.38,538.13,2.03,127.47,346.48,1.19,12.06,0.21,1.0
6.75,299.55,489.91,2.64,22.29,319.08,0.46,39.83,0.63,1.0
8.01,10.0,10.0,2.19,70.35,8.01,2.37,28.26,0.39,1.0
7.4,10.0,10.0,1.03,18.69,5.0,2.43,37.08,0.39,1.0
7.68,359.33,486.86,1.2,18.27,341.92,0.49,5.21,0.98,1.0
7.41,85.2,26.62,3.68,,5.0,0.25,53.09,0.32,1.0
7.91,165.63,255.05,5.22,66.46,151.36,0.56,82.09,0.93,
5.35,10.0,65.98,2.74,28.7,98.48,3.36,31.31,0.23,
6.26,32.93,10.0,0.99,93.34,5.0,0.33,34.16,0.1,1.0
7.73,322.69,408.29,3.9,66.53,238.32,3.98,77.97,0.3,1.0
5.77,339.59,451.83,1.57,55.93,308.38,1.71,14.96,7.99,
6.98,147.54,184.7,2.42,,78.51,0.31,30.46,0.33,
3.12,77.12,10.0,1.98,73.4,5.0,1.57,51.16,0.83,
6.74,117.12,190.75,2.19,23.51,166.9,0.05,46.74,0.42,1.0
6.85,258.42,378.36,1.56,,215.04,0.79,19.7,1.1,1.0
7.62,10.0,10.0,3.3,67.22,5.0,0.44,53.78,0.36,1.0
8.21,216.62,336.67,1.82,,188.85,0.56,13.37,0.13,1.0
6.63,244.64,296.94,2.61,,210.98,0.64,61.16,0.07,1.0
6.94,220.04,415.86,2.59,101.89,292.8,0.7,39.59,1.01,1.0
3.71,151.28,323.92,1.89,27.57,200.29,1.07,34.2,0.03,
5.46,68.11,105.39,0.5,,82.17,1.19,,0.06,
7.51,312.26,539.31,1.17,11.5,378.36,3.72,6.23,0.03,1.0
8.15,193.43,268.29,2.71,21.16,210.14,1.44,45.19,0.28,1.0
8.21,154.06,294.54,2.31,95.77,186.52,1.16,53.77,0.38,1.0
6.7,153.93,113.35,1.18,,27.65,0.5,12.37,0.01,1.0
6.4,62.32,211.34,2.04,,120.96,0.13,20.86,0.36,1.0
7.42,136.51,123.04,2.21,89.22,71.44,0.06,36.2,0.25,1.0
8.06,121.0,265.41,2.58,32.01,167.34,0.65,55.11,0.74,1.0
7.52,295.61,642.34,3.82,59.12,413.76,1.1,50.92,0.89,1.0
7.63,27.27,25.62,,30.36,39.03,1.05,,0.58,1.0
4.56,10.0,10.0,3.21,130.82,31.99,3.05,56.53,0.32,
6.81,301.06,594.23,2.22,,382.82,0.48,42.7,0.12,1.0
7.22,70.81,258.14,0.97,61.28,189.76,0.99,11.7,0.94,1.0
8.71,99.29,166.19,2.16,110.12,115.17,2.19,43.44,0.21,1.0
7.24,353.58,507.98,3.45,35.0,331.48,0.52,56.98,0.22,1.0
6.39,136.57,178.88,3.75,19.85,134.4,0.65,56.35,1.24,
6.86,401.96,665.2,0.98,80.68,433.83,2.56,23.71,17.21,
6.65,285.29,435.59,1.15,90.16,324.29,0.8,24.92,1.14,
7.69,120.09,202.42,0.71,18.0,102.8,1.61,0.13,3.17,1.0
6.68,367.39,731.46,2.23,108.49,465.15,2.74,48.33,1.02,1.0
7.62,36.27,178.86,2.28,52.05,113.73,0.85,37.69,0.61,1.0
6.81,258.89,448.42,2.99,70.35,300.26,0.12,58.57,0.17,1.0
5.7,207.88,359.86,2.44,109.53,259.27,1.72,37.14,1.53,
7.65,378.76,560.35,2.89,80.75,363.74,1.7,45.88,1.05,1.0
7.52,405.25,612.3,0.61,49.99,369.55,0.12,13.18,0.14,1.0
7.81,214.1,306.4,3.75,23.14,216.01,0.79,61.76,0.34,1.0
6.86,75.58,149.32,3.3,158.34,112.15,0.67,64.74,0.04,1.0
6.78,166.16,391.99,1.47,18.44,215.96,1.88,26.73,1.53,1.0
7.72,119.28,164.46,1.21,62.73,106.82,0.32,17.91,0.43,1.0
8.62,447.86,702.68,2.75,70.4,424.94,0.56,51.29,0.14,
7.41,76.96,327.31,0.44,72.29,199.46,0.93,10.88,0.17,1.0
7.74,94.44,226.94,1.26,135.12,129.45,0.73,48.53,1.97,1.0
7.14,167.61,336.94,0.97,51.9,235.19,3.1,17.5,0.48,1.0
6.17,24.26,30.57,1.9,46.2,22.21,3.24,40.92,0.27,1.0
8.17,23.24,105.68,1.56,112.09,42.98,0.09,32.16,0.35,1.0
8.13,322.14,540.08,1.21,44.56,368.66,0.35,,0.05,1.0
7.97,90.65,168.62,1.12,85.04,80.93,0.01,9.38,0.04,1.0
7.25,46.41,90.62,1.36,57.78,65.5,0.54,16.02,0.45,1.0
7.88,208.58,407.33,0.81,86.84,248.48,1.09,,0.36,1.0
8.12,290.34,537.14,2.54,79.02,341.83,0.64,34.19,0.22,1.0
8.7,212.26,443.79,3.13,33.88,298.55,0.07,33.18,0.42,1.0
8.19,318.53,499.21,2.4,,334.92,0.22,24.93,0.04,1.0
7.45,117.74,148.64,3.38,,123.36,0.19,53.16,1.44,1.0
6.35,10.0,15.64,1.16,,8.52,0.72,36.59,0.17,1.0
7.52,436.19,600.27,1.25,46.35,396.3,1.13,5.15,0.04,1.0
7.61,125.55,235.46,2.44,,144.3,0.38,24.48,0.09,1.0
7.97,226.41,249.83,2.57,43.6,166.03,0.14,33.26,12.33,
8.48,307.28,565.64,2.02,55.35,376.45,1.6,28.76,0.1,1.0
7.32,145.42,411.25,1.98,84.25,265.34,1.95,14.21,0.27,1.0
9.08,254.82,391.18,0.93,70.18,218.19,0.32,7.02,0.67,
5.99,452.23,733.0,,86.08,483.08,0.55,,0.16,
7.74,104.5,171.3,2.56,66.56,118.63,0.09,41.55,0.29,1.0
6.76,259.23,485.57,2.98,37.06,302.02,0.26,48.98,13.51,
5.87,185.11,311.4,1.56,45.76,176.72,1.46,21.93,0.18,
7.24,186.67,353.72,1.45,15.93,259.43,0.45,17.94,0.79,1.0
6.23,348.3,605.69,1.34,59.12,403.53,0.93,13.02,0.09,
7.27,283.02,401.57,1.62,,256.44,2.92,24.89,0.1,1.0
7.43,253.81,407.66,3.01,92.64,242.24,1.29,35.33,0.3,1.0
8.29,339.2,514.5,1.07,11.74,317.99,0.6,31.45,0.13,1.0
6.19,124.61,227.01,2.65,56.15,173.61,0.46,24.7,1.17,1.0
8.13,62.19,132.16,1.5,62.86,88.66,0.21,15.97,0.03,1.0
4.91,10.0,91.04,0.01,96.51,48.16,1.41,8.77,0.45,
8.22,10.0,10.0,1.66,,16.69,0.12,20.86,0.46,1.0
7.05,260.69,711.24,3.64,36.98,446.02,0.06,61.31,0.03,1.0
6.33,18.1,79.36,1.31,71.99,81.6,0.11,36.89,0.66,1.0
3.03,149.36,255.75,1.76,120.05,193.29,0.28,34.77,0.32,
6.37,174.97,244.64,2.01,48.45,149.68,0.99,18.1,0.64,1.0
7.78,203.45,361.48,2.2,26.23,222.39,1.98,21.42,0.88,1.0
3.82,295.27,463.15,3.54,131.08,248.68,4.91,51.26,0.19,
6.95,174.27,472.09,1.21,82.1,277.23,1.31,22.54,0.33,1.0
7.9,107.19,183.38,2.01,104.95,92.41,0.16,42.22,0.15,1.0
6.18,75.97,266.58,2.76,1.62,175.98,0.33,33.53,0.11,1.0
7.54,153.49,356.52,1.29,70.85,225.21,0.14,14.44,,1.0
7.93,140.8,250.26,2.07,6.67,135.76,0.12,28.59,1.66,1.0
6.24,436.69,621.47,2.98,,398.33,0.84,42.02,0.29,1.0
7.24,257.48,398.19,1.48,73.28,268.93,2.37,37.16,0.01,1.0
7.97,269.1,446.98,1.83,76.07,301.09,1.15,26.36,,1.0
5.05,258.57,432.58,0.85,30.72,243.18,1.61,14.26,0.17,
8.47,285.14,534.69,2.95,107.28,344.99,0.71,53.32,0.01,1.0
7.68,174.52,336.2,2.16,35.24,190.87,0.64,48.29,0.23,1.0
7.97,45.75,40.63,1.57,39.2,44.45,2.77,23.27,0.03,1.0
7.07,158.69,379.94,1.69,48.56,262.64,1.28,37.97,0.02,1.0
6.02,131.49,169.73,1.99,40.28,92.36,0.61,48.14,0.55,1.0
7.83,97.14,194.28,2.33,101.09,110.96,0.4,33.91,1.19,1.0
7.33,291.64,417.27,1.35,8.33,262.0,0.1,14.57,0.26,1.0
7.43,376.65,547.66,1.43,19.83,310.92,1.72,43.26,0.91,1.0
8.27,98.9,304.25,1.74,2.34,204.48,0.19,37.26,0.01,1.0
8.01,187.98,361.77,2.15,125.34,229.69,0.72,32.39,0.75,1.0
8.94,341.49,640.44,3.61,37.02,435.69,1.01,60.59,7.31,
7.52,118.25,348.15,1.2,19.26,204.33,1.36,7.51,0.91,1.0
6.85,440.58,820.34,0.35,38.51,520.84,0.09,16.3,1.07,1.0
3.54,369.92,413.1,3.4,83.96,238.39,0.01,33.0,0.77,
7.73,36.48,10.0,1.12,76.55,5.0,1.22,27.54,0.86,1.0
8.21,366.27,450.67,3.47,26.99,269.29,0.61,44.8,0.41,1.0
5.5,267.19,376.23,3.24,34.02,264.47,0.2,32.11,0.15,
7.41,297.68,557.95,2.54,,348.7,4.02,18.15,0.52,
8.69,241.69,434.64,3.22,55.55,285.0,1.57,43.47,0.29,1.0
7.21,192.81,272.31,0.17,101.29,169.39,0.86,9.64,7.89,
8.14,54.96,55.14,0.65,26.73,10.45,1.21,,0.32,1.0
7.79,126.05,258.2,2.28,75.43,164.46,0.17,21.91,0.53,1.0
8.16,10.0,129.9,1.61,26.72,96.41,3.28,19.26,0.01,1.0
6.75,274.73,183.9,1.21,6.17,95.38,5.62,26.3,0.49,1.0
6.76,243.57,417.72,2.81,77.21,287.7,1.05,51.44,0.53,1.0
7.42,364.1,633.98,2.26,143.91,395.09,1.1,35.26,0.09,
6.17,233.03,378.93,3.05,71.74,236.65,1.22,55.57,6.89,
7.18,24.36,60.82,1.63,33.45,50.15,1.1,31.3,1.67,1.0
7.6,239.49,388.92,1.98,36.03,239.53,0.58,25.58,1.08,1.0
8.83,387.94,539.33,3.54,126.37,351.31,0.78,62.19,0.26,1.0
7.72,100.6,178.04,0.72,62.28,109.43,0.33,,0.22,1.0
7.9,105.78,273.2,1.91,19.36,180.17,0.59,33.57,0.07,1.0
8.33,173.68,302.94,1.13,47.51,149.29,0.57,5.22,0.02,1.0
6.63,62.59,143.02,3.7,58.61,56.37,0.34,56.86,0.18,1.0
7.27,328.99,429.66,4.41,68.77,291.6,1.55,78.27,1.41,
9.34,224.04,275.81,2.21,110.48,200.02,0.53,35.28,1.59,
7.34,235.72,383.91,2.49,101.04,231.33,0.8,37.26,0.84,1.0
8.29,10.0,122.5,1.9,57.93,74.75,0.17,30.7,0.22,1.0
8.17,66.21,212.51,1.86,48.34,144.02,0.64,34.5,0.08,1.0
6.22,267.44,444.48,2.08,65.84,302.77,1.43,52.59,0.45,1.0
7.65,152.08,225.43,0.65,25.67,105.98,0.59,16.29,0.52,1.0
7.52,368.5,645.39,2.66,89.2,401.78,0.82,34.88,0.28,1.0
7.66,108.04,220.07,1.01,41.86,136.4,1.21,13.13,12.72,
6.8,177.32,344.94,1.65,69.64,238.27,0.49,15.68,0.69,1.0
6.51,290.74,486.52,2.03,118.53,366.21,0.44,18.11,0.76,1.0
7.02,10.0,16.33,1.24,72.11,6.05,0.09,,16.63,
7.32,10.0,10.0,2.6,59.23,5.0,0.87,34.35,0.78,1.0
8.35,10.0,10.0,1.52,29.3,14.55,1.23,8.82,0.01,1.0
8.85,391.89,552.52,3.07,46.88,385.56,0.87,46.95,0.57,
8.52,73.09,189.63,1.13,4.56,125.42,0.33,11.84,0.13,1.0
8.09,496.01,811.64,1.83,71.33,509.43,0.3,16.64,0.16,1.0
6.6,123.62,187.15,0.93,,140.81,0.17,,0.05,1.0
7.07,267.04,336.91,2.98,88.74,232.26,0.05,41.24,0.11,1.0
7.57,428.18,608.42,1.69,79.27,374.95,0.56,7.81,15.98,
6.89,417.86,701.22,1.44,53.93,463.42,0.17,28.7,0.27,1.0
7.86,403.61,712.3,1.81,28.68,482.94,1.17,29.7,8.92,
7.98,291.81,541.67,1.89,49.35,375.73,3.26,26.09,0.09,1.0
7.83,290.83,504.81,2.41,,326.8,0.08,50.59,0.11,1.0
8.22,229.4,418.51,2.54,82.95,264.87,2.23,38.19,0.41,1.0
6.68,301.08,455.67,1.85,43.45,320.73,1.07,31.59,0.22,1.0
8.15,134.87,189.76,1.96,110.61,99.14,1.97,36.29,0.52,1.0
6.84,111.41,136.36,,65.68,97.41,0.17,,17.77,
6.65,242.56,299.33,1.55,59.26,167.16,2.37,18.11,0.83,1.0
7.83,252.72,265.96,3.43,66.04,194.18,3.17,51.87,0.28,1.0
8.37,131.85,209.35,2.45,10.98,130.92,2.37,23.27,0.42,1.0
7.79,318.54,439.28,0.93,31.96,310.9,1.54,31.76,0.19,1.0
7.42,277.05,491.06,1.61,55.32,329.02,0.09,25.8,6.58,
7.65,249.86,317.68,1.4,37.9,182.03,0.25,19.04,0.53,1.0
7.51,410.38,595.51,3.07,26.94,415.57,2.44,66.91,0.25,1.0
6.5,93.42,71.66,2.97,38.7,77.61,0.26,33.51,0.16,1.0
6.41,161.46,261.27,1.22,51.77,187.47,0.43,33.65,6.71,
7.34,60.56,156.64,2.01,142.75,86.58,0.05,38.28,1.43,1.0
7.46,10.0,10.0,0.87,36.98,5.0,0.99,24.16,0.07,1.0
7.41,168.08,283.46,1.37,22.9,187.16,0.83,18.85,0.8,1.0
7.94,242.04,275.65,1.41,43.89,165.1,3.26,21.71,17.74,
7.23,346.12,602.69,1.3,110.06,425.6,2.23,16.03,0.37,1.0
7.85,294.95,426.16,2.37,112.92,279.89,0.71,45.46,1.63,1.0
7.28,99.3,95.16,3.35,127.96,7.79,0.94,54.15,0.47,1.0
8.86,388.31,670.82,1.94,52.44,442.82,0.53,23.51,0.89,1.0
7.46,392.34,544.21,0.95,75.66,346.77,0.14,9.05,0.36,1.0
9.27,104.42,416.42,2.21,8.0,269.17,2.02,32.97,0.14,
7.68,91.68,254.7,2.21,35.86,158.18,0.8,29.82,0.59,1.0
7.23,19.09,108.11,1.81,5.4,86.41,0.55,41.59,1.28,1.0
6.68,94.35,225.56,3.86,68.93,169.01,0.07,65.97,0.92,1.0
6.25,327.46,517.75,2.24,51.54,342.2,1.09,41.72,8.67,
6.61,420.65,676.92,2.57,59.05,433.21,0.51,40.95,0.19,1.0
6.7,384.89,608.65,,16.15,394.79,0.29,,0.36,1.0
7.72,151.14,202.23,1.04,84.03,131.84,2.09,22.52,0.42,1.0
6.98,10.0,76.08,2.51,,33.4,0.2,16.73,0.11,1.0
7.55,136.0,328.18,2.28,39.92,224.89,0.72,36.0,0.13,1.0
8.43,25.82,10.0,1.62,45.73,15.7,1.59,16.2,0.71,1.0
7.33,187.27,364.63,2.45,,267.82,1.89,27.91,0.66,1.0
9.06,83.76,270.48,2.93,65.37,200.92,1.71,39.28,0.91,
6.46,172.64,206.79,1.53,43.07,120.7,2.27,22.07,1.35,1.0
7.28,75.76,10.0,1.38,72.44,22.91,0.15,20.42,0.18,1.0
6.97,319.49,402.72,1.74,129.99,242.75,2.82,34.06,0.98,1.0
8.15,125.43,193.46,2.5,62.98,139.67,0.01,35.73,0.55,1.0
5.61,70.91,66.02,1.43,88.91,32.58,0.3,20.39,15.62,
6.25,74.49,10.0,2.85,105.24,5.0,0.09,28.84,0.16,1.0
7.31,144.63,294.5,1.52,69.68,197.02,2.91,10.12,0.16,1.0
8.64,448.2,654.45,1.44,15.36,371.9,0.55,24.48,0.61,1.0
7.58,393.12,632.25,4.35,,375.94,0.38,71.5,1.32,
6.32,170.83,208.58,0.77,64.98,132.03,0.18,8.88,0.87,1.0
6.44,117.04,179.56,2.78,33.99,118.36,0.17,51.06,0.65,1.0
8.74,301.07,393.75,0.19,101.34,248.55,0.95,,0.24,1.0
6.9,71.37,100.32,2.66,31.0,33.62,0.05,43.86,0.63,1.0
6.65,142.02,360.36,4.69,49.43,217.88,0.9,61.86,0.81,
8.58,344.53,453.22,3.06,3.64,302.41,1.49,36.55,0.7,1.0
8.21,279.86,545.39,3.34,36.25,366.14,0.92,42.42,0.56,1.0
8.42,230.63,279.97,1.9,12.29,181.66,1.75,27.75,0.02,1.0
6.64,151.05,259.27,2.94,15.94,191.66,0.31,48.52,0.54,1.0
6.18,133.44,124.4,2.25,47.89,88.81,0.08,37.36,0.33,1.0
7.51,137.51,134.62,4.03,25.72,72.56,1.28,57.48,1.63,
7.67,174.33,254.7,0.89,155.17,159.95,1.76,19.72,0.47,1.0
7.69,249.51,373.47,3.19,83.44,214.7,0.7,64.68,0.47,1.0
8.58,310.76,482.72,2.43,93.39,311.6,1.72,35.22,2.56,1.0
6.01,10.0,139.36,1.09,45.56,112.83,0.61,17.26,0.05,
8.09,365.04,598.54,1.73,54.23,402.76,0.22,19.77,0.16,1.0
6.52,91.66,245.78,0.4,32.82,187.79,0.64,2.07,0.53,1.0
8.08,186.0,295.73,,154.98,186.16,0.24,12.48,0.19,1.0
7.02,33.19,150.56,0.8,45.65,124.78,0.64,24.59,5.14,
6.75,10.0,10.0,1.61,25.85,5.0,0.16,22.17,6.4,
6.91,366.33,476.81,2.08,19.84,339.36,0.21,36.12,0.43,1.0
6.24,321.89,447.37,0.69,63.41,290.35,2.14,19.56,0.05,1.0
7.43,146.03,243.73,1.68,106.84,172.57,0.12,20.79,0.19,1.0
6.78,197.28,313.4,2.24,93.48,233.21,0.25,20.49,0.04,
8.03,229.52,403.19,1.42,19.75,258.2,5.41,28.25,0.41,1.0
7.91,34.49,10.0,0.92,18.76,10.87,0.86,22.75,0.1,1.0
8.75,82.71,194.19,1.27,99.85,152.0,0.88,26.52,0.97,1.0
7.69,325.0,458.85,3.34,134.06,295.59,1.86,46.31,0.43,1.0
7.82,16.83,49.14,0.27,44.2,5.52,0.74,19.33,0.03,1.0
8.52,194.23,358.71,3.15,98.26,276.02,0.25,50.16,0.18,1.0
6.9,18.3,28.68,3.37,,9.25,0.55,39.0,0.48,1.0
6.21,206.41,393.29,1.64,16.26,258.81,1.41,8.7,0.2,1.0
7.56,192.16,292.87,2.46,9.62,213.49,2.06,33.93,0.36,1.0
6.26,10.0,10.0,1.22,66.49,5.0,0.32,20.53,1.2,1.0
9.36,343.19,532.95,2.27,42.84,326.26,0.3,31.14,14.14,
8.56,152.65,153.08,4.23,59.52,104.58,0.4,83.33,0.2,
9.13,46.8,137.95,3.27,98.76,53.81,0.91,53.11,0.86,
7.45,197.54,340.11,1.5,23.87,215.32,0.33,12.72,0.19,1.0
7.84,340.9,529.73,0.68,53.76,349.22,2.24,,0.04,1.0
7.03,36.31,96.84,1.71,,57.54,3.82,27.95,0.1,1.0
8.11,210.62,312.34,2.27,96.55,172.15,1.14,43.99,1.49,1.0
6.43,259.23,385.76,2.72,93.86,282.63,3.52,59.46,1.35,1.0
5.37,317.34,438.62,1.89,64.48,287.17,0.34,26.34,0.13,
4.68,170.87,335.29,3.79,54.8,246.56,1.69,74.01,0.4,
6.24,88.82,226.59,2.03,29.63,142.09,1.13,16.9,0.07,1.0
8.58,65.31,134.48,1.52,,69.81,0.31,19.43,7.74,
8.85,141.95,317.23,2.52,62.22,211.58,0.38,27.72,0.1,1.0
6.28,79.57,85.57,2.7,80.25,51.31,0.67,48.42,0.03,1.0
8.43,10.0,10.0,1.24,130.77,5.0,1.57,5.55,0.87,1.0
8.16,349.04,387.31,1.06,34.26,281.15,2.06,19.94,0.2,1.0
6.14,353.27,480.79,0.36,60.81,300.07,1.0,,0.06,1.0
7.09,10.0,10.0,1.71,94.58,5.0,1.28,43.24,0.9,1.0
6.94,102.2,98.05,3.22,95.78,90.3,0.31,44.51,0.72,1.0
8.0,172.46,423.83,2.67,25.1,265.4,1.35,43.77,0.58,1.0
6.42,553.07,711.5,3.12,38.83,450.32,0.93,28.97,1.21,1.0
7.32,152.98,304.16,1.35,28.99,162.4,0.25,5.24,0.34,1.0
6.85,86.61,154.4,1.84,13.93,135.18,3.0,19.82,0.07,1.0
7.78,65.26,263.42,0.09,108.87,145.43,0.72,9.92,0.03,1.0
7.23,369.3,574.98,3.01,52.51,374.9,1.58,51.71,0.19,1.0
6.97,47.17,170.81,3.34,47.03,129.28,0.75,61.0,0.05,1.0
4.01,89.18,140.16,0.93,59.91,99.54,2.7,,0.38,
9.03,94.86,203.45,3.63,52.15,131.05,0.15,59.45,0.01,
7.07,11.71,109.33,1.77,41.16,37.03,0.79,20.88,0.29,1.0
6.57,154.5,324.53,0.92,19.54,194.75,0.03,5.67,0.1,
7.87,386.25,624.94,1.68,112.61,409.96,0.22,19.89,0.23,1.0
7.29,154.69,364.62,2.63,27.19,221.26,0.33,38.26,0.56,1.0
6.27,112.28,249.53,1.95,12.78,166.26,0.64,35.8,0.22,1.0
9.19,178.15,241.64,1.42,46.78,170.7,1.72,32.56,0.21,
7.12,136.12,10.0,2.59,136.3,25.75,0.63,44.1,2.34,1.0
7.1,309.85,476.62,2.68,17.14,285.28,0.82,46.6,5.42,
7.53,124.8,284.43,1.83,78.38,228.81,2.58,45.62,0.36,1.0
8.78,139.99,263.9,1.64,40.15,186.89,1.41,31.62,0.43,1.0
6.06,564.75,938.62,1.45,59.79,610.07,0.05,19.68,0.48,1.0
7.62,198.38,359.75,2.48,86.89,255.63,0.19,42.99,0.01,1.0
9.07,134.94,149.64,0.4,,144.58,0.04,23.01,12.0,
7.5,139.71,214.73,1.24,14.15,110.8,0.07,9.86,9.96,
6.41,363.21,529.69,1.84,86.32,339.79,0.41,23.26,17.03,
6.91,177.87,322.65,1.21,53.9,162.16,1.3,32.68,0.03,1.0
7.57,73.68,12.34,2.25,58.47,11.88,0.28,30.9,0.18,1.0
8.46,281.98,483.85,2.16,78.46,321.81,0.5,40.09,0.07,1.0
7.13,51.26,166.37,4.48,14.42,107.36,0.5,80.1,1.24,
8.06,513.66,674.66,1.24,92.2,425.44,0.89,6.02,0.11,1.0
6.25,218.36,516.01,1.99,82.79,294.42,2.23,25.75,0.08,1.0
6.25,89.38,210.54,1.04,59.53,144.32,4.09,27.69,0.49,1.0
7.01,302.37,556.2,3.94,68.73,390.64,0.93,57.83,0.37,1.0
8.55,313.56,313.57,3.7,96.6,192.0,0.7,35.33,0.43,1.0
7.46,372.68,470.55,0.43,26.25,314.66,1.15,1.38,17.28,
7.63,312.86,396.95,1.84,76.45,226.65,1.1,35.48,0.31,1.0
7.62,61.9,130.73,2.04,119.77,94.12,0.74,43.31,0.75,1.0
8.29,224.08,171.29,1.66,75.63,103.47,1.34,25.41,0.12,1.0
6.91,322.01,505.99,1.52,41.1,313.65,0.68,27.58,0.25,1.0
7.95,188.69,233.04,2.77,142.73,136.27,5.64,37.87,1.58,1.0
6.74,140.55,219.27,3.79,59.23,134.65,0.05,65.85,0.11,1.0
8.99,62.91,108.98,2.81,105.94,78.48,0.59,56.36,0.17,1.0
6.76,218.24,384.72,2.86,33.14,223.82,0.51,50.64,0.11,1.0
6.69,417.02,712.5,1.65,92.71,455.19,1.47,23.5,0.01,1.0
7.84,82.32,86.49,3.02,28.14,55.39,0.21,49.6,0.16,1.0
7.46,201.27,304.84,3.01,62.94,176.17,0.57,54.74,0.02,1.0
7.66,347.89,582.44,1.53,25.73,414.52,1.2,23.16,0.08,1.0
7.58,245.92,284.07,1.77,126.05,167.58,0.92,34.51,0.23,1.0
3.19,85.95,390.47,0.42,41.15,240.42,0.79,10.07,0.01,
8.69,78.01,87.52,0.65,5.68,37.32,0.57,23.9,0.7,1.0
8.11,267.28,385.66,1.57,53.8,286.65,1.39,30.5,0.79,1.0
8.49,214.89,262.57,0.93,71.48,181.73,1.04,8.97,0.27,1.0
6.98,295.04,497.15,2.8,48.94,304.41,2.08,56.11,2.09,1.0
7.73,332.88,537.48,1.84,17.47,371.48,1.32,32.22,0.57,1.0
7.56,540.05,817.91,2.53,91.49,535.66,0.15,36.59,0.68,1.0
8.3,324.11,415.93,0.78,100.37,275.5,0.97,,0.11,1.0
4.5,204.07,365.16,3.3,,230.46,0.05,51.8,0.91,
7.55,216.67,338.88,2.49,14.92,205.28,0.49,55.69,1.45,
6.19,221.55,229.37,2.4,43.62,155.84,0.53,8.77,0.13,1.0
4.6,114.42,367.7,2.95,28.76,228.1,1.93,17.31,0.58,
7.84,110.05,240.92,2.32,71.04,192.93,0.2,42.45,0.69,1.0
6.91,273.51,333.69,0.99,123.58,191.51,1.03,17.16,0.18,1.0
7.73,392.74,563.52,2.63,34.76,397.01,0.21,46.13,0.32,1.0
6.19,85.34,98.69,1.21,113.07,61.92,2.97,12.92,0.05,1.0
8.24,294.36,527.98,2.21,,349.17,0.75,11.75,0.1,1.0
6.22,293.96,563.42,1.23,68.23,382.89,1.23,10.09,0.03,1.0
